"title","body","isPullRequest","labels"
"git clone doesn't work with personal access token","## Issue **Impacted version**: 4.20.0  **Deployment mode**: standalone app, with an http frontend (apache)  **Problem description**: - create repository (with readme) - create personal access token - try `git clone [repo-url]` with username and access token. it fails. using the password is ok. ","false","feature"
"Webinterface: Max filesize","## Issue **Impacted version**: 4.19.3 **Deployment mode**: with an http frontend (nginx)  **Problem description**: Hi,  when I try to upload a file larger than 10MiB via the webinterface, I get a ""File is too big (XX.XXMiB). Max filesize: 10MiB."" error. I run gitbucket with option ""--max_file_size=600000000"" and nginx runs with ""client_max_body_size    600m;"" option. Via git command line, everything works as expected.  Regards Michael","false","bug"
"Making branch protected throws error","When I try to make any of my branches in my repo protected I get the following error:  ![image](https://user-images.githubusercontent.com/6520055/34279239-db7b3d34-e66c-11e7-8f03-f901f5703c06.png)  I have verified the issue persists in your online demo hosted on heroku as well.","false","duplicate"
"Fix typo in style attribute","Because of the typo, image displayed in unintended aspect ratio, in some case.  ### Before submitting a pull-request to GitBucket I have first:  - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [x] squashed my commits as appropriate *(keep several commits if it is relevant to understand the PR)* - [x] [marked as closed using commit message](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct ","true","bug"
"support CreateEvent in webhook","### Before submitting a pull-request to GitBucket I have first:  - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [ ] squashed my commits as appropriate *(keep several commits if it is relevant to understand the PR)* - [ ]  [marked as closed using commit message](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct ","true","feature"
"MS Sql server as external database","Does Gitbucket support MS SQL server database to store all the data? ","false","question"
"Passwords cannot contain exclamation mark (!)","## Issue **Impacted version**: 4.19.3  **Deployment mode**: Standalone app using `java -jar gitbucket.war`, using apache 2, accessed via http://localhost:8080  **Problem description**: Passwords cannot contain an exclamation mark (!). It says: ""Password contains invalid character."" in red","false",
"Add ""Additional filter condition"" Example to LDAP Authentication wiki page","I am not sure if this is actually a reason to open an issue:  On the wiki page for the LDAP Authentication Settings https://github.com/gitbucket/gitbucket/wiki/LDAP-Authentication-Settings in the table with the configuration options the option ""Additional filter condition"" is missing.  After multiple extensive searches on Google, I could not get this to work as I need it. Also I didn't find a lot of information about this in general. I want to check it a User is memberOf one (or more) in a list of groups so I tried setting it to `(|(memberOf=CN=DEP_S31,OU=Groups,DC=example,DC=com)(memberOf=CN=DEP_S30,OU=Groups,DC=example,DC=com))` or just `(|(memberOf=DEP_S31)(memberOf=DEP_S30))` but nothing worked.  Is this option not for that purpose or working differently?  An actual working example would be greatly appreciated. Thanks.","false","document,help wanted"
"Further plugin extension points","Hello all,  our team is  a big fan of GitBucket, and we would like to extend it via plugins. We would like to attach work hours spent on various issues. To make the integration of these kind of plugins convenient, i think extension points could be made into the listings and forms of various entities (issue, pr, branch, repo, etc), to allow plugins to add shortcut buttons.  For an example on the issue listing and form a plugin could add a new button ""Record Work Hours"". This button must have access to the issue data to create a redirection URL to the plugin controller with the issue's ID.  What's your opinion?","false","question"
"White letters on white background (""Light"" skins)","## Issue **Impacted version**: 4.19.3  **Deployment mode**: standalone app  **Problem description**: With light skin themes, user's bio and joined date are unreadable because of its color. Please see attached image.  Color of these fields are seems to be specified by inline style ""color: white; "".  https://github.com/gitbucket/gitbucket/blob/54be93b0daf13998858010081c11fc6ccecb969c/src/main/twirl/gitbucket/core/account/main.scala.html#L16  https://github.com/gitbucket/gitbucket/blob/54be93b0daf13998858010081c11fc6ccecb969c/src/main/twirl/gitbucket/core/account/main.scala.html#L23  ![screenshot-root - chromium](https://user-images.githubusercontent.com/40446/33991532-4cb7fb6e-e112-11e7-9c84-385222aaa1ad.png) ","false","help wanted,improvement"
"Upgraded to mariadb-java-client-2.2.0","### Before submitting a pull-request to GitBucket I have first:  - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [x] squashed my commits as appropriate *(keep several commits if it is relevant to understand the PR)* ","true",
"Internal Server Error when trying to protect branch","## Issue **Impacted version**: 4.19.3  **Problem description**: - enter repository settings menu - select ""branches"" tab - ""Protected branches"" -> select ""master"" - Internal Server Error is shown  Error: ` Internal Server Error java.time.DateTimeException: Invalid ID for ZoneOffset, non numeric characters found: UTC `  Trace back: ` java.time.ZoneOffset.parseNumber(ZoneOffset.java:269) -- java.time.ZoneOffset.of(ZoneOffset.java:216) gitbucket.core.controller.RepositorySettingsControllerBase.$anonfun$$init$$17(RepositorySettingsController.scala:182) gitbucket.core.util.OwnerAuthenticator.$anonfun$authenticate$3(Authenticator.scala:42) scala.Option.map(Option.scala:146) gitbucket.core.util.OwnerAuthenticator.$anonfun$authenticate$2(Authenticator.scala:40) gitbucket.core.util.SyntaxSugars$.defining(SyntaxSugars.scala:12) gitbucket.core.util.OwnerAuthenticator.authenticate(Authenticator.scala:39) gitbucket.core.util.OwnerAuthenticator.ownerOnly(Authenticator.scala:34) gitbucket.core.util.OwnerAuthenticator.ownerOnly$(Authenticator.scala:34) gitbucket.core.controller.RepositorySettingsController.ownerOnly(RepositorySettingsController.scala:25) gitbucket.core.controller.RepositorySettingsControllerBase.$anonfun$$init$$16(RepositorySettingsController.scala:174) org.scalatra.ScalatraBase.liftAction(ScalatraBase.scala:280) org.scalatra.ScalatraBase.$anonfun$invoke$1(ScalatraBase.scala:274) org.scalatra.ApiFormats.withRouteMultiParams(ApiFormats.scala:178) org.scalatra.ApiFormats.withRouteMultiParams$(ApiFormats.scala:164) gitbucket.core.controller.ControllerBase.withRouteMultiParams(ControllerBase.scala:33) org.scalatra.ScalatraBase.invoke(ScalatraBase.scala:273) org.scalatra.ScalatraBase.invoke$(ScalatraBase.scala:272) gitbucket.core.controller.ControllerBase.org$scalatra$json$JsonSupport$$super$invoke(ControllerBase.scala:33) org.scalatra.json.JsonSupport.$anonfun$invoke$1(JsonSupport.scala:88) ... org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:679) org.eclipse.jetty.util.thread.QueuedThreadPool$2.run(QueuedThreadPool.java:597) java.lang.Thread.run(Thread.java:748) `","false",
"Git blame view is not displayed correctly","## Issue **Impacted version**: 4.19.2 and 4.19.3  **Deployment mode**: with an http frontend httpd  **Problem description**: Even if you click the blame tag on the source code display screen, it is no longer displayed correctly. With the command blame is seen without problems.","false","bug"
"Show conflicting files if pull request can't be merged","![conflicting-files](https://user-images.githubusercontent.com/1094760/33846778-9914f742-deeb-11e7-9696-503f022428fd.png) ","true","feature"
"jgit-4.9.1.201712030800-r","### Before submitting a pull-request to GitBucket I have first:  - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] rebased my branch over master - [x] verified that project is compiling - [x] verified that tests are passing - [x] squashed my commits as appropriate *(keep several commits if it is relevant to understand the PR)* - [] [marked as closed using commit message](https://help.github.com/articles/closing-issues-via-commit-messages/) all issue ID that this PR should correct ","true",
"Add a pulldown menu to choose the merge strategy","![merge-strategy](https://user-images.githubusercontent.com/1094760/33802732-0f944b10-ddc1-11e7-8474-9eb8e35dca55.png)  Closes #898","true","feature"
"gitbucket 4.19.0 on heroku does not work correctly","On http://gitbucket.herokuapp.com  when accessing a repository following error is raised  ![image](https://user-images.githubusercontent.com/1119660/33768451-6310ccba-dc26-11e7-97fc-9109c9b03f92.png)  uninstalling the Notifications plugin resolves the issue.","false",
"4.19.3: build.sbt still contains 4.19.2","## Issue **Impacted version**: 4.19.3  I guess you'll have to upgrade all files and release 4.19.4 ","false",
"PR comment permalinks to ""issues/xx/#comment-yy""","## Issue  **Impacted version**: 4.19.2 **Deployment mode**: standalone app  **Problem description**:  In pull request pages, comment permalinks point to `issues/xx/#comment-yy` instead of `pull/xx/#comment-yy`. This causes extra reloading/redirection when click.  ![comment_permalink](https://user-images.githubusercontent.com/6268183/33695862-c939a1a4-db42-11e7-9db2-b6532a39b485.png)","false","bug"
"Bug to protect branche with UTC timezone","### Before submitting an issue to GitBucket I have first:  - [x] read the [contribution guidelines](https://github.com/gitbucket/gitbucket/blob/master/.github/CONTRIBUTING.md) - [x] searched for similar already existing issue - [x] read the documentation and [wiki](https://github.com/gitbucket/gitbucket/wiki)   ## Issue **Impacted version**: 4.19.2  **Deployment mode**:   ``` java -version java version ""1.8.0_66"" Java(TM) SE Runtime Environment (build 1.8.0_66-b17) Java HotSpot(TM) 64-Bit Server VM (build 25.66-b17, mixed mode) ```  Use standalone version under MacOS X, use command:  ``` java -jar gitbucket.war  ```   **Problem description**:  I have a repository, i want to protect master branch (push force forbidden) Go to Settings -> Branches -> Protected branch  ![capture d ecran 2017-12-06 a 12 08 30](https://user-images.githubusercontent.com/337842/33659089-38f2010e-da7f-11e7-88bc-9556ff58a226.png)  Select the master branch  ![capture d ecran 2017-12-06 a 12 08 43](https://user-images.githubusercontent.com/337842/33659130-5ae29be8-da7f-11e7-9969-689525b8c3a5.png)  And see this traceback  ![capture d ecran 2017-12-06 a 12 08 52](https://user-images.githubusercontent.com/337842/33659140-67ddada6-da7f-11e7-968f-073b098a7541.png)  ``` 12:08:49.942 [qtp1607521710-87] ERROR g.c.c.RepositorySettingsController - Catch unhandled error in request: Request(GET //127.0.0.1:8080/mirounga/giraumon/settings/branches/master)@46341250 java.time.DateTimeException: Invalid ID for ZoneOffset, non numeric characters found: UTC 	at java.time.ZoneOffset.parseNumber(ZoneOffset.java:269) 	at java.time.ZoneOffset.of(ZoneOffset.java:216) 	at gitbucket.core.controller.RepositorySettingsControllerBase.$anonfun$$init$$17(RepositorySettingsController.scala:182) 	at gitbucket.core.util.OwnerAuthenticator.$anonfun$authenticate$3(Authenticator.scala:42) 	at scala.Option.map(Option.scala:146) 	at gitbucket.core.util.OwnerAuthenticator.$anonfun$authenticate$2(Authenticator.scala:40) 	at gitbucket.core.util.SyntaxSugars$.defining(SyntaxSugars.scala:12) 	at gitbucket.core.util.OwnerAuthenticator.authenticate(Authenticator.scala:39) 	at gitbucket.core.util.OwnerAuthenticator.ownerOnly(Authenticator.scala:34) 	at gitbucket.core.util.OwnerAuthenticator.ownerOnly$(Authenticator.scala:34) 	at gitbucket.core.controller.RepositorySettingsController.ownerOnly(RepositorySettingsController.scala:25) 	at gitbucket.core.controller.RepositorySettingsControllerBase.$anonfun$$init$$16(RepositorySettingsController.scala:174) 	at org.scalatra.ScalatraBase.liftAction(ScalatraBase.scala:280) 	at org.scalatra.ScalatraBase.$anonfun$invoke$1(ScalatraBase.scala:274) 	at org.scalatra.ApiFormats.withRouteMultiParams(ApiFormats.scala:178) 	at org.scalatra.ApiFormats.withRouteMultiParams$(ApiFormats.scala:164) 	at gitbucket.core.controller.ControllerBase.withRouteMultiParams(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.invoke(ScalatraBase.scala:273) 	at org.scalatra.ScalatraBase.invoke$(ScalatraBase.scala:272) 	at gitbucket.core.controller.ControllerBase.org$scalatra$json$JsonSupport$$super$invoke(ControllerBase.scala:33) 	at org.scalatra.json.JsonSupport.$anonfun$invoke$1(JsonSupport.scala:88) 	at org.scalatra.ApiFormats.withRouteMultiParams(ApiFormats.scala:178) 	at org.scalatra.ApiFormats.withRouteMultiParams$(ApiFormats.scala:164) 	at gitbucket.core.controller.ControllerBase.withRouteMultiParams(ControllerBase.scala:33) 	at org.scalatra.json.JsonSupport.invoke(JsonSupport.scala:82) 	at org.scalatra.json.JsonSupport.invoke$(JsonSupport.scala:81) 	at gitbucket.core.controller.ControllerBase.invoke(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.$anonfun$runRoutes$3(ScalatraBase.scala:248) 	at scala.Option.flatMap(Option.scala:171) 	at org.scalatra.ScalatraBase.$anonfun$runRoutes$1(ScalatraBase.scala:246) 	at scala.collection.immutable.Stream.flatMap(Stream.scala:490) 	at org.scalatra.ScalatraBase.runRoutes(ScalatraBase.scala:245) 	at org.scalatra.ScalatraBase.runRoutes$(ScalatraBase.scala:243) 	at gitbucket.core.controller.ControllerBase.runRoutes(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.runActions$1(ScalatraBase.scala:169) 	at org.scalatra.ScalatraBase.$anonfun$executeRoutes$6(ScalatraBase.scala:181) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at org.scalatra.ScalatraBase.cradleHalt(ScalatraBase.scala:199) 	at org.scalatra.ScalatraBase.executeRoutes(ScalatraBase.scala:181) 	at org.scalatra.ScalatraBase.executeRoutes$(ScalatraBase.scala:150) 	at gitbucket.core.controller.ControllerBase.executeRoutes(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.$anonfun$handle$1(ScalatraBase.scala:123) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withResponse(DynamicScope.scala:79) 	at org.scalatra.DynamicScope.withResponse$(DynamicScope.scala:77) 	at gitbucket.core.controller.ControllerBase.withResponse(ControllerBase.scala:33) 	at org.scalatra.DynamicScope.$anonfun$withRequestResponse$1(DynamicScope.scala:59) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withRequest(DynamicScope.scala:70) 	at org.scalatra.DynamicScope.withRequest$(DynamicScope.scala:68) 	at gitbucket.core.controller.ControllerBase.withRequest(ControllerBase.scala:33) 	at org.scalatra.DynamicScope.withRequestResponse(DynamicScope.scala:58) 	at org.scalatra.DynamicScope.withRequestResponse$(DynamicScope.scala:56) 	at gitbucket.core.controller.ControllerBase.withRequestResponse(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.handle(ScalatraBase.scala:123) 	at org.scalatra.ScalatraBase.handle$(ScalatraBase.scala:119) 	at gitbucket.core.controller.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:33) 	at org.scalatra.servlet.ServletBase.handle(ServletBase.scala:53) 	at org.scalatra.servlet.ServletBase.handle$(ServletBase.scala:46) 	at gitbucket.core.controller.ControllerBase.org$scalatra$FlashMapSupport$$super$handle(ControllerBase.scala:33) 	at org.scalatra.FlashMapSupport.$anonfun$handle$1(FlashMap.scala:170) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withRequest(DynamicScope.scala:70) 	at org.scalatra.DynamicScope.withRequest$(DynamicScope.scala:68) 	at gitbucket.core.controller.ControllerBase.withRequest(ControllerBase.scala:33) 	at org.scalatra.FlashMapSupport.handle(FlashMap.scala:145) 	at org.scalatra.FlashMapSupport.handle$(FlashMap.scala:144) 	at gitbucket.core.controller.ControllerBase.handle(ControllerBase.scala:33) 	at org.scalatra.ScalatraFilter.$anonfun$doFilter$1(ScalatraFilter.scala:41) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.ScalatraFilter.doFilter(ScalatraFilter.scala:41) 	at org.scalatra.ScalatraFilter.doFilter$(ScalatraFilter.scala:36) 	at gitbucket.core.controller.ControllerBase.doFilter(ControllerBase.scala:72) 	at gitbucket.core.servlet.CompositeScalatraFilter.$anonfun$doFilter$2(CompositeScalatraFilter.scala:46) 	at gitbucket.core.servlet.CompositeScalatraFilter.$anonfun$doFilter$2$adapted(CompositeScalatraFilter.scala:44) 	at scala.collection.immutable.List.foreach(List.scala:389) 	at scala.collection.generic.TraversableForwarder.foreach(TraversableForwarder.scala:35) 	at scala.collection.generic.TraversableForwarder.foreach$(TraversableForwarder.scala:35) 	at scala.collection.mutable.ListBuffer.foreach(ListBuffer.scala:44) 	at gitbucket.core.servlet.CompositeScalatraFilter.doFilter(CompositeScalatraFilter.scala:44) 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1637) 	at gitbucket.core.servlet.PluginControllerFilter.doFilter(PluginControllerFilter.scala:44) 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1637) 	at org.scalatra.ScalatraFilter.$anonfun$doNotFound$1(ScalatraFilter.scala:79) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at org.scalatra.ScalatraBase.$anonfun$executeRoutes$5(ScalatraBase.scala:172) 	at scala.Option.getOrElse(Option.scala:121) 	at org.scalatra.ScalatraBase.$anonfun$executeRoutes$3(ScalatraBase.scala:172) 	at scala.Option.getOrElse(Option.scala:121) 	at org.scalatra.ScalatraBase.runActions$1(ScalatraBase.scala:172) 	at org.scalatra.ScalatraBase.$anonfun$executeRoutes$6(ScalatraBase.scala:181) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at org.scalatra.ScalatraBase.cradleHalt(ScalatraBase.scala:199) 	at org.scalatra.ScalatraBase.executeRoutes(ScalatraBase.scala:181) 	at org.scalatra.ScalatraBase.executeRoutes$(ScalatraBase.scala:150) 	at gitbucket.core.controller.ControllerBase.executeRoutes(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.$anonfun$handle$1(ScalatraBase.scala:123) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withResponse(DynamicScope.scala:79) 	at org.scalatra.DynamicScope.withResponse$(DynamicScope.scala:77) 	at gitbucket.core.controller.ControllerBase.withResponse(ControllerBase.scala:33) 	at org.scalatra.DynamicScope.$anonfun$withRequestResponse$1(DynamicScope.scala:59) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withRequest(DynamicScope.scala:70) 	at org.scalatra.DynamicScope.withRequest$(DynamicScope.scala:68) 	at gitbucket.core.controller.ControllerBase.withRequest(ControllerBase.scala:33) 	at org.scalatra.DynamicScope.withRequestResponse(DynamicScope.scala:58) 	at org.scalatra.DynamicScope.withRequestResponse$(DynamicScope.scala:56) 	at gitbucket.core.controller.ControllerBase.withRequestResponse(ControllerBase.scala:33) 	at org.scalatra.ScalatraBase.handle(ScalatraBase.scala:123) 	at org.scalatra.ScalatraBase.handle$(ScalatraBase.scala:119) 	at gitbucket.core.controller.ControllerBase.org$scalatra$servlet$ServletBase$$super$handle(ControllerBase.scala:33) 	at org.scalatra.servlet.ServletBase.handle(ServletBase.scala:53) 	at org.scalatra.servlet.ServletBase.handle$(ServletBase.scala:46) 	at gitbucket.core.controller.ControllerBase.org$scalatra$FlashMapSupport$$super$handle(ControllerBase.scala:33) 	at org.scalatra.FlashMapSupport.$anonfun$handle$1(FlashMap.scala:170) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.DynamicScope.withRequest(DynamicScope.scala:70) 	at org.scalatra.DynamicScope.withRequest$(DynamicScope.scala:68) 	at gitbucket.core.controller.ControllerBase.withRequest(ControllerBase.scala:33) 	at org.scalatra.FlashMapSupport.handle(FlashMap.scala:145) 	at org.scalatra.FlashMapSupport.handle$(FlashMap.scala:144) 	at gitbucket.core.controller.ControllerBase.handle(ControllerBase.scala:33) 	at org.scalatra.ScalatraFilter.$anonfun$doFilter$1(ScalatraFilter.scala:41) 	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12) 	at scala.util.DynamicVariable.withValue(DynamicVariable.scala:58) 	at org.scalatra.ScalatraFilter.doFilter(ScalatraFilter.scala:41) 	at org.scalatra.ScalatraFilter.doFilter$(ScalatraFilter.scala:36) 	at gitbucket.core.controller.ControllerBase.doFilter(ControllerBase.scala:72) 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1637) 	at gitbucket.core.servlet.TransactionFilter.$anonfun$doFilter$1(TransactionFilter.scala:39) 	at gitbucket.core.servlet.TransactionFilter.$anonfun$doFilter$1$adapted(TransactionFilter.scala:30) 	at com.github.takezoe.slick.blocking.BlockingJdbcProfile$BlockingAPI$BlockingDatabase.$anonfun$withTransaction$2(BlockingProfile.scala:207) 	at slick.JdbcProfileBlockingSession$BlockingSession.withTransaction(TransactionalJdbcBackend.scala:26) 	at com.github.takezoe.slick.blocking.BlockingJdbcProfile$BlockingAPI$BlockingDatabase.$anonfun$withTransaction$1(BlockingProfile.scala:207) 	at com.github.takezoe.slick.blocking.BlockingJdbcProfile$BlockingAPI$BlockingDatabase.withSession(BlockingProfile.scala:200) 	at com.github.takezoe.slick.blocking.BlockingJdbcProfile$BlockingAPI$BlockingDatabase.withTransaction(BlockingProfile.scala:207) 	at gitbucket.core.servlet.TransactionFilter.doFilter(TransactionFilter.scala:30) 	at org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1629) 	at org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:533) 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:143) 	at org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:548) 	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:132) 	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:190) 	at org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:1595) 	at org.eclipse.jetty.server.handler.ScopedHandler.nextHandle(ScopedHandler.java:188) 	at org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1253) 	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:168) 	at org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:473) 	at org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:1564) 	at org.eclipse.jetty.server.handler.ScopedHandler.nextScope(ScopedHandler.java:166) 	at org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1155) 	at org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:141) 	at org.eclipse.jetty.server.handler.StatisticsHandler.handle(StatisticsHandler.java:169) 	at org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:132) 	at org.eclipse.jetty.server.Server.handle(Server.java:561) 	at org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:334) 	at org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:251) 	at org.eclipse.jetty.io.AbstractConnection$ReadCallback.succeeded(AbstractConnection.java:279) 	at org.eclipse.jetty.io.FillInterest.fillable(FillInterest.java:104) 	at org.eclipse.jetty.io.ChannelEndPoint$2.run(ChannelEndPoint.java:124) 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.doProduce(EatWhatYouKill.java:247) 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.produce(EatWhatYouKill.java:140) 	at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.run(EatWhatYouKill.java:131) 	at org.eclipse.jetty.util.thread.ReservedThreadExecutor$ReservedThread.run(ReservedThreadExecutor.java:243) 	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:679) 	at org.eclipse.jetty.util.thread.QueuedThreadPool$2.run(QueuedThreadPool.java:597) 	at java.lang.Thread.run(Thread.java:745) ```    ","false","bug"
"PR creation fails from the Pull request section","## Issue **Impacted version**: 4.18  **Deployment mode**: standalone app with an nginx frontend  **Problem description**: Given a project from user bob. From a fork, user Joe created a commit in branch b1. Joe goes to Pull request section of his fork and hits the button ""New pull request""  ![image](https://user-images.githubusercontent.com/1119660/33651455-2674e212-da66-11e7-91c5-714f8720837e.png)  By default the master branch is taken from Joe fork and the URL states the target is for Bob repository  ![image](https://user-images.githubusercontent.com/1119660/33651495-5260f118-da66-11e7-8417-54d4dc762149.png)  Changing the source branch to b1, make the URL to change, user Bob is missing leading in a bad URL.  ![image](https://user-images.githubusercontent.com/1119660/33651541-828aa258-da66-11e7-8327-9239cda0d924.png)  Changing manually the url to add bob: `http://morlk964.agfahealthcare.com/joe/demo-ci-jgitver-maven-plugin/compare/bob:master...joe:b1` make the screen to work again  ![image](https://user-images.githubusercontent.com/1119660/33651611-d1bd18e2-da66-11e7-81c4-cf50d44e417d.png)   Workaround is; - either to manually edit the url - or use the ""Pull request"" button from the ""branches"" section ![image](https://user-images.githubusercontent.com/1119660/33651689-105ac5a4-da67-11e7-942c-95f2e378429b.png)  ","false","bug"
"Fix comment reply form behavior in the diff view",,"true","bug"
"Git cherry picking ","This app is now actually covering almost all the relevant source code management cycles.  But i think if we can add the ability to cherry pick between commits would be more awesome too","false","feature"
